,title,year,crew_pct_women,crew_n,cast_pct_women,cast_n,bechdel_score,bechdel_desc,synopsis
21040,The Cost of Love,2011,Missing,Missing,Missing,Missing,Missing,Missing,"Dale is an attractive, hard-as-nails gay male escort in Greenwich, London. He specialises in fulfilling sexual fantasies - dressing up as a schoolboy, BDSM, you name it, he's done it, yet his own dreams of a happy ending are complicated when straight best friend and childhood crush Raj announces his forthcoming marriage. Meanwhile, a spate of gay hate crimes are being reported on the local heath..."
21041,The Narrows,2008,Missing,Missing,Missing,Missing,Missing,Missing,"A 19 year old Brooklyn boy who is torn between two worlds when his photography portfolio wins him a partial scholarship to NYU. He must figure out how to balance his Italian neighborhood roots with the expansive, sophisticated world on the other side of the East River. Based on Tim McLoughlin's novel ""Heart of the Old Country""."
21042,Re-Kill,2015,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Five years after a zombie outbreak, the men and women of R-Division hunt down and destroy the undead. When they see signs of a second outbreak, they fear humanity may not survive."
21043,Keith Richards: Under the Influence,2015,Missing,Missing,insufficient sample,3.0,Missing,Missing,"A portrait of Keith Richards that takes us on a journey to discover the genesis of his sound as a songwriter, guitarist and performer."
21048,Just Eat It: A Food Waste Story,2014,Missing,Missing,Missing,Missing,Missing,Missing,"We all love food. As a society, we devour countless cooking shows, culinary magazines and foodie blogs. So how could we possibly be throwing nearly 50% of it in the trash? Filmmakers and food lovers Jen and Grant dive into the issue of waste from farm, through retail, all the way to the back of their own fridge. After catching a glimpse of the billions of dollars of good food that is tossed each year in North America, they pledge to quit grocery shopping and survive only on discarded food. What they find is truly shocking."
21050,Invisible Sister,2015,Missing,Missing,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,"Teenager Cleo's school science project goes quite awry, causing her popular older sister Molly to go invisible."
21052,The Seminarian,2010,Missing,Missing,insufficient sample,1.0,Missing,Missing,"The Seminarian is a story about Ryan, a closeted gay student in his final semester of seminary studies. Despite his school's hostile stance towards homosexuality, Ryan has two gay classmates - Gerald and Anthony - in whom he secretly confides. He is also close to his religiously devout mother who, as things stand, is unaware of his sexual orientation. Ryan needs to complete a solid theological thesis in order to continue doctoral work at the university of his dreams. As he works on his thesis 'The Divine Gift of Love,' Ryan begins a relationship with Bradley - a guy he has met on the Internet who seems perpetually unable to commit himself. Ryan confides in Gerald and Anthony, only to learn about their romantic struggles as well. Consequently, Ryan questions his views on God's gift of love."
21053,Bros Before Hos,2013,insufficient sample,2.0,insufficient sample,4.0,Missing,Missing,"Because of a bad marriage of their parents, two brothers Jules and Max made a pact never to get into a relationship with a woman. Therefore, they live a party-life in which they sleep with a different girl every day. However this changes when Jules starts to date Anna and Max falls in love with her. Can their bromance overcome this love triangle."
21054,Baskin,2015,Missing,Missing,Missing,Missing,Missing,Missing,Feature length version of the 2013 Turkish short film about police making a horrifying discovery in an apartment building.
21055,Patch Town,2014,Missing,Missing,insufficient sample,4.0,Missing,Missing,"Patch Town, inspired by the award-winning short film of the same name.  After years in a loving home, Jon, a toy, was forgotten, deserted and ultimately betrayed by his adoptive mother. He returns to live a sad life as a worker on the line; a life of factory work and oppression in a place where hundreds of cabbage babies are born every day. The thankless task of shucking, picking, and processing these newborns to go out into the world and to their new mothers has taken its toll on Jon. With each new birth, Jon slips deeper into sadness, lamenting the days when life was good and he was loved."
21057,Abiogenesis,2011,Missing,Missing,Missing,Missing,Missing,Missing,"In this breathtaking science fiction spectacle, a strange mechanical device lands on a desolate world and uses the planet to undergo a startling transformation, that has profound implications for an entire galaxy."
21058,Mediastan,2013,Missing,Missing,Missing,Missing,Missing,Missing,"A small group of Wikileaks journalists make their way through Central Asia interviewing newspaper editors. Their real goal: to find local media outlets to publish secret US diplomatic cables. This intelligent, guerrilla-style doc follows their fascinating journey from Afghanistan to Manhattan, through the boundaries of free speech and the minds of those who shape our understanding of the world."
21063,Slow Learners,2015,insufficient sample,1.0,insufficient sample,9.0,Missing,Missing,"High school guidance counselor Jeff, and his platonic friend and co-worker Anne are responsible, well intentioned, kind… and boring. They frustratingly watch on as their peers find love and companionship, while they continue to fail in spectacular fashion when it comes to romance. As they reach their loneliness breaking point they make a pact to forgo their familiar, vanilla personas in exchange for their unexplored, confident alter egos. They wave goodbye to Jeff’s awkward all-male book club and Anne’s flailing attempts to catch the eye of Jeff’s sexy neighbor Max, and say hello to raucous summer nights filled with booze, dancing, and sex. Naturally things don’t exactly go according to plan."
21065,Nightlight,2015,Missing,Missing,insufficient sample,6.0,Missing,Missing,"Five friends play a game in a ""mysterious"" forest with a long history as a beacon for troubled young people contemplating suicide."
21066,Mockingbird,2014,0.35714285714285715,14.0,Missing,Missing,Missing,Missing,A couple are given a camera and a set of instructions which they must follow or else someone will die.
21067,Preggoland,2014,insufficient sample,6.0,insufficient sample,9.0,Missing,Missing,A 35-year-old woman fakes being pregnant to fit in with her friends.
21068,Blackwood,2014,insufficient sample,1.0,insufficient sample,5.0,Missing,Missing,"Having recovered from a shattering emotional breakdown, college professor Ben Marshall relocates to the countryside with his wife and young son, hoping for a fresh start. He has a teaching job lined up and a new home to move into; things finally look to be going Ben's way. Until, that is, he starts to feel that something isn't quite right in the house. Finding himself plagued by spectral visions, Ben becomes obsessed with uncovering the truth behind a local mystery that appears to be putting the lives of his family in danger"
21071,Gong yuan 2000 AD,2000,insufficient sample,2.0,insufficient sample,5.0,Missing,Missing,"The Y2K Bug. Real Warfare vs Electronic Gaming. Peter Tong, a carefree Hong Kong youngster, finds himself drawn into the web of a deadly espionage conspiracy. A clandestine organization schemes to use the Y2K Bug to cause mayhem throughout Asia. To survive, Peter has to call on reserves of courage and stamina he has never needed before."
21074,5150 Rue des Ormes,2009,insufficient sample,2.0,Missing,Missing,Missing,Missing,"5150 ELM'S WAY is located at the end of a quiet street in a small town. When Yannick fell off his bike, he knocked at the door of the Beaulieu residence so he could clean the blood off his hands. But Jack Beaulieu and his family had other plans for Ian. Beaulieu is a righteous psychopath and fanatic chess player who wants to rid the world of evil. And even though Ian has done nothing wrong, he is beaten, tortured and tormented before Beaulieu makes him an offer: win at chess and he is free to go. And so Ian is now a pawn in Beaulieu 's game. A game in which he will either lose his mind or his life."
21075,A Good Man,2014,insufficient sample,10.0,insufficient sample,6.0,Missing,Missing,"After an illustrious special ops career ends in disaster, Alexander goes off the grid and attempts to lead a quiet life as a handyman at an apartment complex. But when one of his tenants and her family fall under the thumb of a Russian gangster, Alexander is dragged into an all-out war between rival Chinese and Russian gangs; forcing him to not only defend the family, but bringing him face to face with an old foe, and giving him one more chance to reconcile his past."
21084,Bian jing feng yun,2012,Missing,Missing,insufficient sample,3.0,Missing,Missing,"Produced by Crazy Racer director Ning Hao, Lethal Hostage revolves around a drug dealer who falls in love with his hostage and decides to quit the business following one final deal."
21088,Qing Cheng,2011,Missing,Missing,insufficient sample,1.0,Missing,Missing,"Shubei town, southeast China, the present day. Five years after he fled with RMB 800,000 from a bank robbery, Liu Chuan returns incognito to the town. Policeman Wang Laoshi, who was on duty at the time of the robbery and was demoted for letting Liu escape, is working in the same district police station to which he was transferred after the robbery and still keeps an eye on Liu. By chance, Liu stays in some small lodgings in Wang's district where Qin Xiaosong, a psychology graduate who's run away from her domineering parents, is staying. Next day, Wang spots Liu in the street and gives chase, finally handcuffing him in a deserted warehouse. At that moment, the town is devastated by an earthquake and the building collapses. Wang is knocked unconscious and Liu steals his uniform. After rescuing Qin, Liu finds himself roped into saving other townspeople and becomes a hero in the locals' eyes. Meanwhile, Wang recovers and sets out to hunt down Liu."
21090,Bau lit do see,2004,insufficient sample,2.0,insufficient sample,7.0,Missing,Missing,"A young Japanese woman has been trained to become a professional killer since childhood. Two cops pursue the girl, who has assassinated a Hong Kong official."
21096,MW,2009,insufficient sample,1.0,insufficient sample,2.0,Missing,Missing,"A live-action adaptation of Osamu Tezuka’s mature manga masterpiece MW (pronounced “moo,” like a cow), created to celebrate the 80th anniversary of Tezuka. When a top secret chemical compound called MW infects an island near Okinawa, the military is sent in to kill all the victims and cover up the incident. A survivor named Michio Yuki (Hiroshi Tamaki) grows up to become a highly-successful banker, but he is slowly being driven mad by the effects of MW. After committing a series of ruthless crimes to get revenge against the people responsible for the cover-up, he decides that the only way to truly get revenge is to unleash MW on the world and exterminate the entire human race. Takayuki Yamada stars as Father Garai, a priest desperately trying to save Michios soul—and possibly his own in the process—but not necessarily doing much to stop the crime spree."
21097,Pou hark wong,2009,insufficient sample,2.0,insufficient sample,7.0,Missing,Missing,"Although Randy's family is involved in the casino business, he has never shared an interest in gaming until he played Texas Hold 'Em on the Internet. Rival Uno is the manager at Randy's casion. These two bitter enemies will now face off in the Asian Poker King Championships."
21105,Wu Dang,2012,Missing,Missing,Missing,Missing,Missing,Missing,"In early Republican China, rumors were going around about the treasure in Wudang Mountain. An American conspirator took his well-trained kung fu daughter to Wudang by sponsoring a Taoist martial arts competition, to steal the treasure. Out of expectation, a disciple represented Wudang to compete with other martial arts masters for the championship. During the competition, resentment incurred against different parties, the relationship became complicated, a Korean female Tai Chi descendant fell in love with the American conspirator and the secret of the treasure had been revealed. The treasure is the key of the magnetic field of Wudang, if it's stolen, Wudang would be devastated. To protect Wudang, a group of young heroes rallied around to defeat grant masters. It's the time the long-lost Wudang martial arts returned"
21107,Under the Mountain,2009,insufficient sample,2.0,insufficient sample,6.0,Missing,Missing,Teenage twins battle dark forces hidden beneath Auckland's volcanoes.
21110,Guan yun chang,2011,insufficient sample,1.0,insufficient sample,5.0,Missing,Missing,"During the warring period of the three kingdoms, ancient China is in turmoil. To unify the country, general Cao Cao (Jiang Wen), the real power behind the Emperor, enlists the aid of the greatest warrior in the land, Guan Yu (Donnie Yen). However, Guan Yu is a loyal friend of Cao Cao's enemy Liu Bei (Alex Fong) so to persuade the peerless warrior to fight, Cao Cao takes his beloved Qi Lan (Sun Li) hostage. After leading Cao Cao's forces to victory Guan Yu sets out with Qi Lan to rejoin Liu Bei. But now Cao Cao has deemed him too great a threat to live, and on the journey he must face all the forces at the Emperor's command sent to destroy him."
21111,The Millionaire Tour,2012,Missing,Missing,insufficient sample,4.0,Missing,Missing,Impressive debut feature from writer director Inon Shampanier. A man needs to convince his kidknappers that they have got the wrong person before they deliver him to his death.
21114,Duo shuai,2008,insufficient sample,1.0,insufficient sample,8.0,Missing,Missing,"In the midst of a violent gang war, a series of misfortunes threaten the fate of a gang boss and his mob."
21115,Chin Kei Bin 2 - Fa Tou Tai Kam,2004,insufficient sample,3.0,insufficient sample,9.0,Missing,Missing,"Set in Flower Capital, a land ruled by an Evil Queen. All men in the kingdom are slaves to women. However, a prophecy foretells that one day, the Star of Rex will find and wield a mythical sword, rise to power, overthrow the queen, and restore the balance of the two sexes."
21118,The Sword with No Name,2009,insufficient sample,1.0,Missing,Missing,Missing,Missing,A Joseon dynasty bounty hunter becomes the body guard of the queen he secretly loves.
21119,The Gifted Hands,2013,Missing,Missing,insufficient sample,2.0,Missing,Missing,"While investigating the kidnapping and murder of a little girl, a detective spots a piece of graffiti that depicts the crime scene perfectly—but the graffiti was drawn a month before the crime took place, and that the artist knows more than he is telling."
21123,Jim Jefferies: Contraband,2008,Missing,Missing,Missing,Missing,Missing,Missing,"Last year’s critically acclaimed show ‘30’ sold out every night at the Edinburgh Festival and his UK and US tours. From those tours, Jeffries, the controversial Aussie stand-up, brings you his debut DVD, Contraband Live.Succeeding with jokes that most comedians wouldn't touch, and an ability to both charm and offend the crowd in equal measure, Jim is regarded as one of comedy’s fastest rising young stars. His brash confrontational style has made him one of the most sought after comics on the world stage, appearing on numerous TV shows and performing at all the major comedy and music festivals across Europe and the US. He has hosted the NME Awards in LA and narrowly avoided being bombed whilst performing to the troops in Iraq."
21124,Wo de tangchao xiongdi,2009,insufficient sample,2.0,Missing,Missing,Missing,Missing,"Set during the Tang Dynasty, The Robbers tells the story of two robbers' adventures in a seemingly peaceful Bitter Bamboo Village, where they encounter a beautiful woman, a group of soldiers and a village head scheming to kill the duo."
21126,When Night Falls,2007,Missing,Missing,insufficient sample,1.0,Missing,Missing,A thriller set in 1932 about two nurses trapped in a country mansion with their invalid patient whilst a killer is on the loose. A series of unexplainable events start to occur and the nurses begin to wonder if they are no longer alone.
21135,The Daisy Chain,2008,insufficient sample,2.0,Missing,Missing,Missing,Missing,"A grieving couple move to a remote Irish village in the wake of their baby daughter's death. They soon take in an orphaned autistic girl, only to become involved in a series of strange occurrences."
21138,Skjult,2009,insufficient sample,2.0,Missing,Missing,Missing,Missing,Painful memories arise when Kai Koss inherits his dead mother's house and goes back to his childhood home after 19 years.
21140,Solstice,2008,insufficient sample,4.0,Missing,Missing,Missing,Missing,"A young girl uncovers a disturbing secret about her twin sister, who committed suicide just a few months before."
21141,Table for Three,2009,insufficient sample,3.0,insufficient sample,4.0,Missing,Missing,"A suddenly single guy invites what he thinks is a perfect couple to move into his apartment, only to discover they quickly insert themselves into all aspects of his life."
21144,Straight A's,2013,insufficient sample,4.0,insufficient sample,9.0,Missing,Missing,"Pressured by his deceased mother's ghost to return home to the family he abandoned, a former addict grabs a bag of pills and a sack of marijuana and hits the road to Shreveport."
21149,House of Fury,2005,insufficient sample,1.0,insufficient sample,7.0,Missing,Missing,"Teddy Yu is a former secret agent turned chiropractor who thought he left his past behind. He teaches martial arts to his two kids. However, his past catches up to him as a rogue agent demands to know the whereabouts of an agent known as Dragon. Now, father and children must team up to stop the rogue agent and his goons."
21152,Geu-rim-ja sal-in,2009,Missing,Missing,Missing,Missing,Missing,Missing,"The story takes place in occupied Korea at the start of the 20th century, where a young student in medicine discovers the murdered body of the son of a government official. Being scared of being accused, he decides to hire Hong Jin-ho (a detective) to help him find the murderer before the police accuse him of the murder."
21156,Paradise Found,2003,insufficient sample,4.0,insufficient sample,5.0,Missing,Missing,"Paradise Found is a biography about the painter Paul Gauguin. Focusing on his personal conflict between citizen life and his family life and the art scene in Frane. In an incredible imagery montage Gauguin manages to make a successful living in the South Pacific, while being in opposition to France."
21157,Deadly Virtues: Love. Honour. Obey.,2015,insufficient sample,1.0,insufficient sample,1.0,Missing,Missing,A home invasion irrevocably changes the lives of all involved in ways neither victims nor perpetrator could have imagined
21158,Faith of My Fathers,2005,insufficient sample,6.0,0.08333333333333333,12.0,Missing,Missing,"Faith of My Fathers is based on the story of Lieutenant Commander John McCain's experiences as a prisoner of war in North Vietnam for five and a half years during the Vietnam War, interleaved with his memories of growing up in a heritage rich with military service."
21159,Kyoaku,2013,Missing,Missing,insufficient sample,3.0,Missing,Missing,"Death-row inmate Sudo (Pierre Taki) sends a letter to magazine reporter Fujii (Takayuki Yamada). In his letter, he states that a man named Kimura (Lily Franky), also known as ""teacher,"" committed numerous murders for insurance money. While checking out the story, based on Sudo's tip, Fuji becomes convinced that the letter is correct. But, a lot of time has passed from the incidents and Sudo's testimony isn't clear. Due to the persistance of Sudo, who is a former yakuza, and Fuji, the police begin to move."
21162,Spies og Glistrup,2013,insufficient sample,2.0,insufficient sample,6.0,Missing,Missing,"Maybe the best thing to come out of Scandinavia during the hippie years was, in fact, the story of a radical libertarian and a hedonist capitalist. Their friendship, forged by being outsiders in a conformist country, took them through years of adulation and success, with slight detours into the welcoming arms of vilification and imprisonment. A joyride through taxation, mass travel, hookers and politics. Not feeling too constrained by historical facts, director Christoffer Boe's story of Simon Spies and Mogens Glistrup covers just a few of their decades in a tale of warmth and humour, defiance and eccentricity."
21163,Santa Claws,2014,insufficient sample,4.0,Missing,Missing,Missing,Missing,"Santa is allergic to cats, so he has a policy against delivering them as gifts, but little Tommy has been SO good, and all he wants is one small kitty. Santa says OK, but instead of one, the whole litter climbs into the sack. When Santa has a major allergic reaction, the kittens have to take over and deliver the presents on time."
21165,No. 2,2006,0.18181818181818182,11.0,insufficient sample,10.0,Missing,Missing,"A matriarch organizes a feast with her family, in which she will name her successor. The heart has gone out of Nanna Maria's family. There are no parties — they don't even fight anymore..."
21177,Long nga,2008,insufficient sample,1.0,insufficient sample,6.0,Missing,Missing,"An assassin who is fresh from his latest kill becomes stranded in an island, when he inadvertently befriends a female police officer. As the night progresses, the unspoken truth honored by the two sides of the law is broken. After the remains of a body that belonged to a drug lord and syndicate crime leader are found, chaos ensues and criminals ravage the once peaceful streets in a race against time to find the mysterious murderer that's loose and out for blood."
21187,Fakta Ladh Mhana,2011,insufficient sample,1.0,insufficient sample,6.0,Missing,Missing,"The film begins with the sad state of affairs in a village, where politician turned Industries Minister Patil and his brother with the help of local politician Kulkarni (Vaibhav Mangale) make the lives of poor farmers miserable forcing them to sale their lands after the SEZ comes into force. Mahesh Manjrekar, Sanjay Khapre, Siddhu The only opposition comes from an ex-serviceman (Satish Pulekar) who refuses to bow down. He is murdered by Kulkarni and his men but his mentally challenged nephew is the mute witness against Kulkarni. His helpless uncle after witnessing the thumb rule, rushes him to the city in search of an elder nephew (Bharat Jadhav) of the ex-serviceman. Thus begins the revenge"
21197,Comeback Season,2006,insufficient sample,6.0,0.4666666666666667,15.0,Missing,Missing,"First Down. Second Chance. Skylar is a star quarterback of his football team. He's got the skills, the looks, and the girls. His next-door neighbor, Walter (Liotta) is a loving husband, good father and all-round decent family man. When their worlds start to crumble they find themselves in jail together and suddenly these former enemies must rely on each other to rebuild their lives... finding wha"
21203,Familiar Strangers,2008,Missing,Missing,insufficient sample,5.0,Missing,Missing,"""Familiar Strangers"" asks the question. ""Is it really possible to relate to ones parents and siblings after being replaced by the family dog? . . . Perhaps as friends - weird friends?"" An off beat - funny - heartfelt story of family negotiating the changing relationships between parents and children, especially as those children grow into adulthood."
21205,Mit moon,2010,insufficient sample,2.0,insufficient sample,6.0,Missing,Missing,"When the boss of a ruling Hong Kong triad is arrested and executed in China for counterfeiting money, mayhem ensues as the mob's leading contenders circle the throne."
21208,Gong fu chu shen,2009,insufficient sample,2.0,insufficient sample,6.0,Missing,Missing,"Ousted chef Wong Bing-Yi is determined to help Shen Qing at her restaurant ""Four Seas"". He trains a young chef, Lung Kin-Yat to compete against Chef Tin, the head chef at ""Imperial Palace"", for the title of ""Top Chef""."
21215,Saat yan faan,2009,insufficient sample,2.0,insufficient sample,3.0,Missing,Missing,A Hong Kong-set mystery centered on a detective who has been framed for a series of gruesome murders.
21229,Meadowland,2015,insufficient sample,4.0,insufficient sample,9.0,3,There are two or more women in this movie and they talk to each other about something other than a man,"In the hazy aftermath of an unimaginable loss, Sarah and Phil come unhinged, recklessly ignoring the repercussions.  Phil starts to lose sight of his morals as Sarah puts herself in increasingly dangerous situations, falling deeper into her own fever dream."
21230,Watchers of the Sky,2014,Missing,Missing,Missing,Missing,Missing,Missing,"Five interwoven stories of remarkable courage from Nuremberg to Rwanda, from Darfur to Syria, and from apathy to action."
