,title,year,crew_pct_women,crew_n,cast_pct_women,cast_n,bechdel_score,bechdel_desc,synopsis
23021,Balls to the Wall,2011,insufficient sample,1.0,insufficient sample,4.0,Missing,Missing,"Ben's fiancée has her heart set on an expensive dream wedding, but her father, Jack, has secretly gambled away all his money. When Ben discovers he has a talent for exotic dancing, Jack pushes him to moonlight as a stripper to finance the wedding."
23022,We Sold Our Souls for Rock 'n Roll,2001,Missing,Missing,Missing,Missing,Missing,Missing,"Penelope Spheeris presents an amazing chronicle of the travelling musical carnival known as OZZfest, the most successful summer concert tour for the last five years. Complete access to incredible material sends this documentary film into the realm of pure entertainment. Unforgettable moments from zealous religious protesters, outrageous fans and the guys (and girls) backstage provide an insightful view into the soul of white, middle-class America. A stunning and sometimes disturbing glimpse of a cultural movement, this film is sure to be a reference for historians for decades to come. This comment on Middle America skates the line between your worst nightmare and the best time you’ve ever had. Features interviews with, and performances by BLACK SABBATH, SYSTEM OF A DOWN, SLIPKNOT, PRIMUS, ROB ZOMBIE, GODSMACK and more."
23023,H.O.T. Human Organ Traffic,2009,Missing,Missing,Missing,Missing,Missing,Missing,Roberto Orazi turns the camera on the lives of some of those involved in the scourge of the global traffic in human organs: lives united by a momentary hope and separated by that abstract yet insurmountable border called the North-South divide. This shocking documentary exposes the players who claim they know nothing of the crimes they commit.
23024,Boa Sorte,2014,insufficient sample,1.0,insufficient sample,6.0,Missing,Missing,"After several behavior problems, teenager John is admitted to a psychiatric clinic by his family. There he meets Judith, for who he soon falls in love. The problem is that she does not have long to live is and they know it. This shall not prevent the emergence of a great romance in the clinic."
23025,Mar nero,2009,Missing,Missing,insufficient sample,1.0,Missing,Missing,It depicts the relationship between an elderly woman and her caregiver.
23026,The Tangerine Bear: Home in Time for Christmas!,2000,insufficient sample,1.0,insufficient sample,8.0,Missing,Missing,"When Tangie, a teddy bear goes into the Smile-erator on his head, his smile is put on upside down, causing him to end up on the bargain bin on Christmas Eve with other misfit toys, then onto Winkle's Emporium, a discount store. There, Tangie does his level best over the coming year to become a part of some family. He spends his time in Winkle's front window with Jack, a Jack-in-the-box with claustrophobia and Bird, a cuckoo clock bird with agorophobia."
23027,The Legend of the Candy Cane,2001,Missing,Missing,Missing,Missing,Missing,Missing,The Legend of the Candy Cane
23028,The Conspiracy to Rule the World: From 911 to the Illuminati,2009,Missing,Missing,Missing,Missing,Missing,Missing,"Documentary that sheds light on a secretive cabal of political players and their efforts to consolidate power by deceiving the public about events such as the NASA moon landings, the attacks of September 11, 2001, and more."
23029,Infliction,2012,Missing,Missing,Missing,Missing,Missing,Missing,"""Infliction"" is the actual assembled footage taken from the cameras belonging to two brothers, who documented a murder spree in North Carolina."
23030,Santa's Little Helper,2015,insufficient sample,2.0,insufficient sample,7.0,Missing,Missing,"After getting fired from his job, a slick, fast-talking businessman is thrown into an elf competition to become Santa¹s next second-in-command. Put through a series of rigorous training exercises to prepare for the contest, The Miz and another aspiring elf go head-to-head in the hopes of becoming Santa¹s Little Helper."
23032,Requisitos para ser una persona normal,2015,insufficient sample,2.0,insufficient sample,8.0,Missing,Missing,"Maria is 30 years old, she is a peculiar person and has one goal: become a normal person. But first of all she must discover what is exactly this. Which kind of person is she? Is she a normal person? What does exactly means? That question goes deeper into her mind. After she lists every requirements, she proposes to reach them. In that journey she will find her brother's help, Alex, a 25 years old boy who is mentally challenged and achieves every list requirements. She meets Borja as well, a boy obsessed with diets and lose weight. They will make a curious pact: she helps him to live an active and healthy live, and he helps her to meet her goal: become a normal person."
23034,Lord Montagu,2013,Missing,Missing,insufficient sample,1.0,Missing,Missing,"As the youngest member in parliament and sole heir to his family's estate, Lord Montagu's life was rich and privileged. However, in 1954 he become the focus of a national scandal that changed his life forever and set him on course to be one of England's most controversial and iconic aristocrats."
23035,Bayou Blue,2011,Missing,Missing,Missing,Missing,Missing,Missing,"From 1997 to 2006, serial killer Ronald Dominique raped and killed twenty-three men in poverty- stricken Southeastern Louisiana. Difficulties in apprehending Dominique ranged from the underfunding of law enforcement to a lack of family advocacy for the victims, to the general distraction by other catastrophes such as Hurricane Katrina. Bayou Blue meditates on the decay of a community."
23036,As the Palaces Burn,2014,insufficient sample,1.0,Missing,Missing,Missing,Missing,"As the Palaces Burn is a feature-length documentary that originally sought to follow Lamb of God and their fans throughout the world, to demonstrate how music ties us together when we can’t find any other common bond. However, during the filming process in 2012, the story abruptly took a dramatic turn when lead singer Randy Blythe was arrested on charges of manslaughter and blamed for the death of one of their young fans in the Czech Republic. What followed was a heart-wrenching courtroom drama that left fans, friends, and curious onlookers around the world on the edge of their seats."
23037,About Scout,2015,insufficient sample,2.0,insufficient sample,8.0,Missing,Missing,A rebellious Goth girl embarks on a road trip across Texas with a suicidal young man in an effort to find her little sister.
23038,A Sunday Horse,2016,insufficient sample,1.0,insufficient sample,8.0,Missing,Missing,"After a near-fatal accident, on a horse the experts thought was nothing special, a determined rider from the wrong side of the tracks defies all the odds to pursue her dreams of winning a national jumping championship."
23039,Doomed! The Untold Story of Roger Corman's The Fantastic Four,2015,Missing,Missing,insufficient sample,6.0,Missing,Missing,A history of the ill-fated 1994 production of “The Fantastic Four” that was executive produced by Roger Corman.
23042,Mastizaade,2016,Missing,Missing,insufficient sample,5.0,Missing,Missing,Two womanizing bachelors fall in love with twin sisters who run a sex addiction clinic.
23043,Who Killed Chea Vichea?,2010,Missing,Missing,Missing,Missing,Missing,Missing,"WHO KILLED CHEA VICHEA? is a highly charged murder mystery, a political thriller, and a documentary like no other.  In 2004, Cambodian union president Chea Vichea was assassinated in broad daylight at a newsstand in Phnom Penh. As international pressure mounted, two men were swiftly arrested and convicted of the crime, each sentenced to twenty years in prison. Filmmaker Bradley Cox’s five-year investigation reveals an elaborate cover-up that reaches the highest echelons of Cambodian society.  Winner of a 2011 Peabody Award among many other honors and banned by the Cambodian government, WHO KILLED CHEA VICHEA? uncovers the face of dictatorship behind the mask of democracy."
23045,Sumas y restas,2004,Missing,Missing,insufficient sample,2.0,Missing,Missing,"A look at the notorious Colombian Medellin cocaine cartel. Former coke addict has built a new life as contractor, but cannot shake off his past on drugs."
23046,Partes usadas,2007,Missing,Missing,insufficient sample,3.0,Missing,Missing,"Ivan, a 14-year old boy, lives with his uncle Jaime, a mediocre dealer of used car parts. Both of them dream with a better life and are stashing away their money in order to emigrate ilegally to Chicago shortly. When Jaime realizes that he needs much more money than he expected in order to pay the ""Coyote"" that will help them cross the border, he decides to introduce his nephew into the world of car-part theft. Ivan learns quickly the know-how of his new trade and convinces Efrain, his best friend, to help him. The kids enjoy themselves together and carry out Jaime's orders skilfully until Ivan realizes that his uncle's intentions for the trip have changed since they first made their plans."
23049,Elisa antes del fin del mundo,1997,insufficient sample,3.0,Missing,Missing,Missing,Missing,"10-year-old Elisa, whose parents are about to lose their new car due to financial problems, plans a bank robbery."
23050,Ciudad de Ciegos,1991,insufficient sample,1.0,insufficient sample,8.0,Missing,Missing,"Over more than thirty years, a department of the Condesa in Mexico City, is the setting in which they are carried out ten stories, mixed, form one whose only constant is the rupture. The passage of time and the outside world only guess through the windows and objects that come with the characters. The set is a great solitude, possible in a city of the blind."
23051,Mariposa negra,2006,insufficient sample,1.0,insufficient sample,2.0,Missing,Missing,A Peruvian schoolteacher conspires with a journalist to assassinate the official responsible for her fiancé's murder.
23052,Foreign Parts,2010,Missing,Missing,Missing,Missing,Missing,Missing,"A portrayal of a hidden enclave of auto shops and junkyards fated for demolition in the shadow of a new baseball stadium in Queens. The film observes this vibrant community of immigrants – where wrecks, refuse, and recycling form a thriving commerce – as it struggles for daily survival and contests New York City's development scheme."
23055,Transmorphers Fall of Man,2009,insufficient sample,3.0,insufficient sample,3.0,Missing,Missing,"In this prequel to Transmorphers -- a sci-fi thriller that borrows heavily from the plot of Transformers -- planet Earth is in peril thanks to a rogue army of alien robots, and it's up to a small group of humans to mount a crippling counterattack. Can Sheriff Hadley Ryan (Bruce Boxleitner), a doctor (Jennifer Rubin) and an ex-Marine (Shane Van Dyke) find the automatons' Achilles' heel before they"
23057,AE: Apocalypse Earth,2013,insufficient sample,3.0,insufficient sample,7.0,Missing,Missing,"A group of refugees from Earth land on an exotic planet, where they must fight ruthless aliens to survive."
23058,AVH: Alien vs. Hunter,2007,insufficient sample,1.0,insufficient sample,5.0,Missing,Missing,"A journalist named Lee Custler (William Katt) is out jogging when a flying object passes behind him and crashes. Sheriff Joel Armstrong (Collin Brock) picks him up and they go to check it out. They find an abandoned caravan close to where the object crashed. As they discover the object and realize it is a spaceship, an Alien emerges. The Alien (resembling a giant spider with a lizard-like head and torso) then chases them, after which Lee flees to the car. However Armstrong makes a stand, trips, falls and is killed by the Alien that then leaves. A terrified Tammy finds Lee and they call the local authorities but their car is destroyed by the Alien."
23059,Please Subscribe,2013,Missing,Missing,insufficient sample,3.0,Missing,Missing,YouTube is not just an amateur video site. The third most trafficked site on the Internet is among of a handful of mediums building the careers of independent artists who are making over six figures a year by just uploading videos to the internet. PLEASE SUBSCRIBE is a feature-length documentary that gives an exclusive look and explores the phenomenon behind of some of the most influential and unique content creators currently taking the world of online entertainment by storm.
23060,Please Kill Mr. Know It All,2013,Missing,Missing,insufficient sample,5.0,Missing,Missing,An anonymous advice columnist finds herself caught in an unlikely romance with the man who has been hired to kill her alter ego.
23061,Jerusalem,2013,Missing,Missing,Missing,Missing,Missing,Missing,"JERUSALEM takes audiences on an inspiring and eye-opening tour of one of the worlds oldest and most enigmatic cities. Destroyed and rebuilt countless times over 5000 years, Jerusalem's enduring appeal remains a mystery. What made it so important to so many different cultures? How did it become the center of the world for three major religions?  Why does it still matter to us?"
23062,Pad Na Jou Hart,2014,Missing,Missing,insufficient sample,1.0,Missing,Missing,"Basson has five days to make it to his father's funeral in Cape Town, but needs to complete certain tasks on this trip before he can call the family company his own. On the road he meets free-spirited bohemian girl, Amory. As they journey across the breathtaking landscape of South Africa, they meet wonderful characters that allow for hilarious moments and life-changing experiences. Their trip takes a sudden turn for the worst when a villainous figure makes an appearance. Basson and Amory are faced with disappointment and heartache. On the road called life, it is inevitable that you will take some wrong turns. But no matter how hard the road might be, on route to true love is where you will find your true north."
23063,Becoming Bulletproof,2015,Missing,Missing,Missing,Missing,Missing,Missing,"A diverse group of disabled people from across the U.S. take on leading roles in a magical rip-roaring costume drama Western, filmed on vintage Hollywood locations. This riveting film within a film immerses us in a dynamic, inclusive world of discipline and play, raising questions about why we so rarely see real disabled actors on the big screen?"
23064,Jim: The James Foley Story,2016,insufficient sample,1.0,Missing,Missing,Missing,Missing,"In August, 2014, a video of the public execution of American photojournalist James Foley rippled across the globe. Foley wore an orange jumpsuit as he knelt beside an ISIS militant dressed in black. That image challenged the world to deal with a new face of terror. And it tested one American family.  Seen through the lens of filmmaker Brian Oakes, Foley’s close childhood friend, Jim takes us from small-town New England to the adrenaline-fueled front lines of Libya and Syria, where Foley pushed the limits of danger to report on the plight of civilians impacted by war."
23065,Duburys,2009,Missing,Missing,Missing,Missing,Missing,Missing,"The film is based on the novel by Romualdas Granauskas, winner of the Lithuanian National Cultural and Arts Award, and is the chronicle of a young man’s shifting relationships as he adjusts rather dramatically to the unfamiliarity of freedom.  The film will be shown in Lithuanian with English subtitles.  Duburys won the Silver Crane Award in Lithuania. It has been selected as Lithuania’s entry for this year’s Oscar nomination in the foreign language film category. Duburys was entered in the Montreal World Film Festival, Tallinn Black Nights Film Festival and has been invited to Cairo International Film Festival and the Museum of Modern Art in New York."
23066,Nightmare Code,2014,Missing,Missing,insufficient sample,2.0,Missing,Missing,"After a programmer working on a top secret surveillance program snaps in a murderous rage, a notorious code wizard with problems of his own moves into the startup offices to figure out what went wrong and deliver the final product. But the deeper he delves into the code, the more the code takes on a malevolent life of its own."
23068,Jaal: The Trap,2003,Missing,Missing,insufficient sample,4.0,Missing,Missing,Sunny Deol battles terrorists from Kashmir; from director Guddu Dhanoa.
23069,Calcutta Mail,2003,Missing,Missing,insufficient sample,3.0,Missing,Missing,"Avinash(Anil Kapoor) went to Calcutta for no reason. After meeting with Reema (Rani Mukherjee), he starts having flashbacks about his past and his son. His inquiries take him to Bombay via the Calcutta Mail, and this is where he will find out whether his son is alive or not, or he has been trapped."
23070,Dhund: The Fog,2003,Missing,Missing,insufficient sample,4.0,Missing,Missing,"After the passing away of her parents, Simran Malhotra lives a wealthy lifestyle with her uncle, Rajendra. She has always won beauty pageants during her college days, and when an opportunity arises, she enters her name in a local beauty contest. This news is not welcomed by fellow-collegian, Tanya Khurana, who has always been the runner-up. She confides to her brother, Ajit, who assures her that Simran will be made to change her mind. Ajit makes some intimidating phone calls and even threatens her in person when she is alone, but to no avail, Simran does take part in the contest, and wins again. This breaks Tanya's heart, and an enraged Ajit, who swears that he will only rest after he kills or seriously disfigures Simran. Simran, her friend, Kajal, along with Sameer and Kunal decide to go to Khandala to celebrate Simran's win, and when the boys go to get something to eat, Ajit attacks Simran and Kajal..."
23071,Chura Liyaa Hai Tumne,2003,insufficient sample,2.0,insufficient sample,5.0,Missing,Missing,"Tina Khanna (Eesha Deol), her friends Riya, and Coco, based in India, are invited to a wedding in Bangkok, Thailand. All three travel to Bangkok to attend the wedding. There, Tina meets with Vijay Chouhan (Zayed Khan), and both fall in love. Then Tina finds out that her Uncle Tony has been killed in an accident. She is given his belongings, and is thereafter thrust into a nightmare by a gang of people who will not stop at anything to get what Tony has left for Tina. She turns to Vijay for help, only to find out that he is Prakash Yogi, the brother of a criminal who belonged to the same gang as Tony, who were successful in robbing an armoured vehicle in India, three years ago. The only person who can now help Tina is in the Indian Embassy, Deepak Chopra, but he too has an ulterior motive."
23072,Saaya,2003,Missing,Missing,Missing,Missing,Missing,Missing,"Tanya is a rich woman who is married to another rich man named Vinod. But their lives change by Vinod's death. Tanya than starts falling in love with a doctor named Akash. But Akash is in love with a woman named Maya and after some time gets married to her. But their marriage does not last long. Because, first Maya leaves him to travel to another part of India to help people who are sick; and then Akash receives news that she is dead. Tanya comes up to console Akash and hopes that he will now love, accept and marry her. But Akash does not do so, as he is still immersed in Maya's memories, and believes that Maya is still alive and calling out to him. Is Akash going out of his mind?"
23073,Qayamat: City Under Threat,2003,Missing,Missing,Missing,Missing,Missing,Missing,"CBI Officer Akram Sheikh (Sunil Shetty) is on the verge of nabbing three dreaded Pakistan-backed arms dealers , the brothers Ali (Arbaaz Khan) and Abbas (Sanjay Kapoor) and their common moll Laila (Isha Koppikar) . When Sheikh busts an important arms deal conducted by his three targets , Ali-Abbas join forces with Gopal (Chunky Pandey) , a corrupt scientist to get hold of a deadly virus and take the tourists at the Elphinstone Jail resort as hostage . Akram Sheikh is now compelled to get help from Rachit (Ajay Devgan) , a criminal serving jail time who was a former associate of Ali-Abbas and the only person in history to have successfully escaped the Elphinstone jail . Along with a commando team , they try to pull off a rescue attempt by breaking in the jail and rescuing the hostages ."
23075,LOC: Kargil,2003,Missing,Missing,Missing,Missing,Missing,Missing,"This film dramatizes events that occurred as the hostility between India and Pakistan over Kashmir came to a head in 1999, when more than 1,000 men crossed the ""Line of Control"" that separates the two locations. Taliban and Pakistani soldiers took over the area, blocking the main road that linked the regions. Standing their ground, Indian soldier drove them away, but not without losing more than 400 of their own men first."
23077,Ishq Vishk,2003,insufficient sample,2.0,insufficient sample,3.0,Missing,Missing,"Rajiv Mathur decides to go conditionally steady with fellow collegian, Payal, so that be can be permitted to go on an outing. Payal accepts, and accompanies him. During the outing, he gets intoxicated, and attempts to molest her, and she decides to dump him. Thereafter, slighted but not beaten - Rajiv turns on his charms on another beauty - the gorgeous Alisha Sahay. But will she be as permissible as Payal?"
23080,Paap,2003,insufficient sample,4.0,Missing,Missing,Missing,Missing,"The story is about a young girl, Kaya (Udita Goswami) , living in the beautifully serene valley of Spiti, waiting to join a Buddhist monastery, an idea which has been fed to her all her life by her father (Mohan Agashe) and one which she has never questioned. When Lama Norbu, a senior lama from the monastery has a dream that the Buddhist teacher, the Rinpoche has been reborn as a young child, he sends Kaya to Delhi on a mission to bring him back to the monastery."
23081,Gangaajal,2003,Missing,Missing,insufficient sample,7.0,Missing,Missing,"An SP Amit Kumar who is given charge of Tezpur police station in Bihar. The area is full of corruption, inefficiency, bribery, nepotism, favoritism and crime with help from the local police. Gradually Amit realizes that the local politician Sadhu Yadav is the one who benefits the most out of it. Amit arrests Sunder Yadav..."
23082,The Veil,2016,insufficient sample,7.0,Missing,Missing,Missing,Missing,"The story springs from the real-world headlines of religious cults and mass suicides. With Veil, it begins 30 years ago, when members of a religious cult known as Heaven's Veil take their own lives. The truth behind what really happened remains buried deep in the memory of the sole survivor, a five-year-old girl, who returns to the compound with a documentary crew as an adult. They soon discover something that is far more terrifying than anything they could have imagined."
23087,The Matthew Shepard Story,2002,insufficient sample,3.0,insufficient sample,6.0,Missing,Missing,"In a senseless act of hatred, openly gay college student Matthew Shepard was murdered in 1998. This critically-acclaimed, moving film recounts the final days of Matthew's killers' trial—and the weeks leading to Matthew's death—with unnerving detail. Stockard Channing delivers an unforgettable, Emmy® Award-winning performance as Matthew's grieving mother, Judy, in a story of a murder that moved a nation to action. Also starring Law &amp; Order's Sam Waterston."
23088,Jue se wu qi,2012,insufficient sample,3.0,insufficient sample,5.0,Missing,Missing,"A gorgeous lethal killer, brainwashed by the villain, makes a startling discovery in a mission to eliminate a person she can in no way imagine."
23089,Flyin' Ryan,2003,insufficient sample,2.0,insufficient sample,1.0,Missing,Missing,"When twelve-year-old Ryan is forced to move to a new town, he soon discovers the kids there are mean and tough. And they really don't like strangers. But when they steal his dog Theo, Ryan is given a strange pair of magical shoes and finds that the sky's the limit."
23090,The Chatroom,2002,Missing,Missing,insufficient sample,2.0,Missing,Missing,No overview found.
23091,L'abbiamo fatta grossa,2016,insufficient sample,4.0,Missing,Missing,Missing,Missing,"Yuri Pelagatti is a stage actor who is left jobless after a traumatic separation that resulted in his inability to remember his lines. Arturo Merlino is a shabby “investigator” who chases cats escaped from their homes. When Arturo and Yuri cross paths, Yuri is under the mistaken impression that Arturo is a consummate professional. He contracts Arturo to follow his ex-wife in order to find proof of her infidelity. But when he accidentally comes into the possession of a mysterious suitcase containing 1 million Euro, a series of hilarious troubles and daring adventures will result in an unpredictable finale…"
23095,Madhoshi,2004,Missing,Missing,insufficient sample,3.0,Missing,Missing,"Madhoshi is a 2004 Bollywood film. It is directed by Tanveer Khan and stars Bipasha Basu, John Abraham, Shweta Tiwari and Priyanshu Chatterjee.  Anupama Kaul (played by Bipasha Basu) is a woman whose sister lives in New York. One day she gets a call from her sister and while they are talking on the phone, her sister is killed by the 9/11 attacks. Anupama is devastated. A few years later Anu is happily engaged to Arpit Oberoi (played by Priyanshu Chatterjee); then Arpit leaves for America for business reasons and Anu is wooed by a man named Aman (played by John Abraham)."
23096,Krishna Cottage,2004,Missing,Missing,insufficient sample,3.0,Missing,Missing,A group of collegians are forced to take shelter in a mysterious Krishna Cottage for the night. Little do they know that the cottage is haunted by a spirit.
23097,Kismat,2004,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Tony works as a hit-man for gangster, Vikas Patil, who owes his allegiance to wealthy Raj Mallya. Raj Mallya is involved in marketing spurious and out-dated drugs, and as a result is the subject of an investigation by the Food & Drugs Administration's inspector Dr. Hargobind Gosai. Raj asks Vikas to take care of Hargobind through Tony, which Tony does, and in this manner, Raj is absolved of all wrong-doing. Then Tony meets with attractive starlet named Sapna, and falls head over heels in love with her. When Sapna tells him that she is engaged to be married to Dr. Ajay Saxena, he is heart-broken. Then a scandal breaks out, and Hargobind is implicated in the deaths of three children that were killed by Raj's spurious drugs. All the evidence points against Hargobind, and not a single lawyer is willing to take his case; his wife kills herself, and the marriage of his daughter has been canceled."
23098,Garv: Pride and Honour,2004,insufficient sample,1.0,insufficient sample,4.0,Missing,Missing,"About to retire, police inspector Samar Singh changes his mind when he discovers that a recently elected official has ties with the underworld."
23099,Rudraksh,2004,Missing,Missing,insufficient sample,9.0,Missing,Missing,"Good and sinful are two sides of a same coin. If good grows in strength so does evil. Finally there comes a point when one must overcome the other.  Dr. Gayatri (Bipasha Basu) is an Indian American paranormal researcher at University of California, researching esoteric practices like voodoo, spirit possession, magic and healing powers. She seeks the hidden knowledge that goes into such practices, the knowledge that cannot be explained by science or logic.  Her search for answers brings her and her team of scientists to India. In India she comes across an uncommon man named Varun (Sanjay Dutt) who is gifted with special intuitive and healing powers which he claims to have developed through meditation. He can affect people's minds through his mental powers. He is a blend of Indian philosophy and modern culture, a master at martial arts and a devotee of Lord Hanuman. He heals people by absorbing their pain. He worships and trains by day, while working as a bouncer at a club by night."
23100,Vaastu Shastra,2004,Missing,Missing,Missing,Missing,Missing,Missing,"A couple and their sister move to their new house with their young son, but soon discover that an old tree outside the house holds a strange curse which is haunting their house."
23101,Deewaar: Let's Bring Our Heroes Home,2004,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Major Ranvir Kaul (Amitabh Bachchan) is a POW who was captured along with over 50 soldiers by Pakistani soldiers in 1971 during the war between India and Pakistan. 33 years later Ranvir's son Gaurav (Akshaye Khanna) decides to go on a rescue mission to Pakistan and bring back his father who he has not seen since he was a child. Helping him on his mission is Khan (Sanjay Dutt) who had successfully escaped from the same prison. They steal, kill, and plan to get the prisoners out. This movie is inspired by the film The Great Escape."
23102,Asambhav,2004,Missing,Missing,Missing,Missing,Missing,Missing,"When the President of India is kidnapped by Kashmiri terrorists in Locarno, Switzerland, an Indian secret agent is sent to find him and set him free. With the help of an Indian singer he will make the ""Impossible"" to complete the mission."
23103,Ek Hasina Thi,2004,Missing,Missing,insufficient sample,3.0,Missing,Missing,"A woman falls for a charming and mysterious businessman. The whirlwind romance turns sour when she is framed for his underworld crimes. Now, finally out of prison she is ready for sweet revenge."
23104,Bardaasht,2004,Missing,Missing,insufficient sample,3.0,Missing,Missing,An army officer investigates the murder of his brother.
23105,Lakeer - Forbidden Lines,2004,Missing,Missing,Missing,Missing,Missing,Missing,"Gangster and criminal Don, Suraj Rana, who is also known for his kindness, adopts a street urchin named Arjun, and teaches him all the tricks of the trade, so that he can succeed him, even though he has a son named Karan. Arjun and Karan grow up as brothers, and Arjun takes charge of all criminal activities after Suraj passes away. Karan has fallen in love with Bindiya, the daughter of Suraj's deceased employee, and would like her to marry him. But Bindiya is in love with Saahil, and only likes Karan. Karan now decides to take the matter into his own hands, and thereby force Arjun to take sides either for him or against him."
23106,Taarzan: The Wonder Car,2004,Missing,Missing,insufficient sample,2.0,Missing,Missing,"Taarzan: The Wonder Car is a 2004 romantic thriller film directed by Abbas Burmawalla and Mustan Burmawalla. The film stars Vatsal Seth, Ajay Devgn and Ayesha Takia in the lead roles, while Farida Jalal, Shakti Kapoor, Amrish Puri, Pankaj Dheer, Sadashiv Amrapurkar, Gulshan Grover and Mukesh Tiwari play supporting roles. The film is inspired by the 1983 horror, Christine."
23108,Dil Ne Jise Apna Kahaa,2004,insufficient sample,2.0,insufficient sample,4.0,Missing,Missing,"A wealthy man working in an advertising agency and a dedicated doctor fall in love and marry. When his wife dies, the devastated man must fulfil her last wishes."
23111,Vai Que Cola - O Filme,2015,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Valdomiro gets involved in yet another scheme, this time involving the same people that tricked him into losing everything - and he brings everyone from Ms. Jô's hostel along."
23112,Os Caras de Pau em O Misterioso Roubo do Anel,2014,Missing,Missing,insufficient sample,4.0,Missing,Missing,
23113,Nature Unleashed: Volcano,2005,Missing,Missing,insufficient sample,3.0,Missing,Missing,While on assignment covering a volcanic eruption journalist Russell Woods' life is shattered when his wife is killed in the ensuing carnage. Grieving he travels to the small village in Italy where she was born. There he is followed by a curious young girl Angela whom the townspeople believe is cursed by the devil. Despite their warnings he feels a strange connection to her and believes her odd behaviour is somehow linked to the death of his wife. But when things turn otherworldly Russell realises that bigger events are unfolding. Something supernatural has come to this small village and Angela is the key.
23114,Atrapa la bandera,2015,Missing,Missing,insufficient sample,1.0,Missing,Missing,"When the brave and determined 12-year-old Mike Goldwing discovers that an eccentric billionaire plans to fly to the moon, steal its vast, valuable natural resources, and destroy the American flag planted by the Apollo XI astronauts during man's historic moon landing, the countdown to a spectacular adventure begins! Mike, teamed with his grandfather, best friends Amy and Marty, and a clever chameleon, blasts off on an incredible moon-bound mission, determined to thwart the billionaire's evil plan, capture the flag, and reunite his family."
23115,Arvon veli,2004,Missing,Missing,insufficient sample,2.0,Missing,Missing,
